Customer_ID,Customer_Name,Age,Gender,Location,Product_Category,Product_ID,Purchase_Date,Purchase_Amount,Payment_Method,Rating,Feedback_Comments,Customer_Lifetime_Value,Loyalty_Score,Discount_Applied,Return_Status,Customer_Segment,Preferred_Shopping_Channel,Churn,CLV,Purchase_Frequency,Avg_Purchase_Value,Days_Since_Purchase,Segment
15691,Eve,65,1,3,2,251,2020-01-16 16:00:00,367.1620465374675,3,1,Average,3029.242882998572,39,0.1,0,0,2,0,367.1620465374675,1,367.1620465374675,2278,1.0
13051,Alice,36,0,2,4,201,2020-01-16 17:00:00,476.720737212819,1,2,Bad,5091.596235007267,16,0.1,0,0,0,0,476.720737212819,1,476.720737212819,2278,1.0
15222,Bob,41,0,4,1,706,2020-01-16 19:00:00,452.4214954700518,0,2,,4783.503111844464,96,0.1,1,2,2,0,452.4214954700518,1,452.4214954700518,2278,1.0
15315,,28,2,1,4,545,2020-01-16 20:00:00,409.0654066351907,0,2,Average,2834.506659708193,71,0.1,0,1,0,0,409.0654066351907,1,409.0654066351907,2278,1.0
14869,Eve,63,1,0,4,972,2020-01-16 21:00:00,234.9879738841966,2,3,,2570.376543015238,30,0.1,0,0,2,0,234.9879738841966,1,234.9879738841966,2278,2.0
10876,Bob,51,2,2,2,328,2020-01-16 22:00:00,133.3763421399734,0,4,Average,1472.712971303134,11,0.1,0,0,2,1,441.8954468969572,2,220.9477234484786,2259,2.0
19183,John,45,2,1,0,224,2020-01-16 23:00:00,191.4568859707559,2,1,,1778.019883155923,73,0.1,0,1,2,1,191.4568859707559,1,191.4568859707559,2278,0.0
14142,Charlie,22,1,4,2,933,2020-01-17 01:00:00,266.7566520576869,3,5,,2852.174027185126,14,0.1,0,0,0,0,266.7566520576869,1,266.7566520576869,2278,2.0
16966,Eve,68,0,3,0,980,2020-01-17 02:00:00,257.4783221325002,3,4,Excellent,2373.982218547686,70,0.1,0,1,2,0,257.4783221325002,1,257.4783221325002,2278,0.0
17079,Alice,38,0,4,1,335,2020-01-17 03:00:00,267.3727277669392,1,4,,2880.339607092892,80,0.1,0,1,1,0,267.3727277669392,1,267.3727277669392,2278,0.0
16799,Eve,67,0,3,4,653,2020-01-17 05:00:00,456.6124616928712,2,3,,5935.745943657802,20,0.1,1,0,2,0,456.6124616928712,1,456.6124616928712,2278,1.0
11693,,59,1,2,4,167,2020-01-17 08:00:00,217.7385279369983,3,2,,1369.659021189837,65,0.1,0,1,1,1,276.91860053357476,2,138.45930026678738,2278,0.0
19874,John,37,0,2,3,272,2020-01-17 09:00:00,186.6611297473074,3,1,Good,1660.385861496707,43,0.1,0,1,1,1,290.1577805559979,2,145.07889027799894,2278,2.0
14752,John,55,1,2,2,942,2020-01-17 10:00:00,401.2630221659174,3,4,Bad,3727.938184401896,36,0.1,0,0,1,0,401.2630221659174,1,401.2630221659174,2277,1.0
18311,,42,0,1,2,736,2020-01-17 11:00:00,266.7784582351176,2,5,Good,3051.093118332666,80,0.1,1,1,2,0,266.7784582351176,1,266.7784582351176,2277,0.0
10830,Eve,31,1,4,0,781,2020-01-17 12:00:00,290.3289103160963,2,4,Average,1478.134211347846,66,0.1,0,1,0,1,290.3289103160963,1,290.3289103160963,2277,0.0
15177,John,28,1,0,0,658,2020-01-17 13:00:00,427.9766439040835,1,3,Excellent,5496.470900109447,37,0.1,0,0,2,0,427.9766439040835,1,427.9766439040835,2277,1.0
19561,Bob,49,1,3,4,360,2020-01-17 14:00:00,404.9047951735257,0,1,,4992.640391224703,44,0.1,0,1,0,0,485.3136827317753,2,242.65684136588766,2277,1.0
18932,Eve,28,1,0,4,316,2020-01-17 15:00:00,74.78364618194685,1,2,,644.6550812408527,60,0.1,0,1,0,1,74.78364618194685,1,74.78364618194685,2277,0.0
18308,Bob,35,0,4,4,916,2020-01-17 16:00:00,359.8181462009808,1,1,Excellent,4103.214468647008,36,0.1,0,0,0,0,359.8181462009808,1,359.8181462009808,2277,1.0
15949,Bob,44,2,4,2,223,2020-01-17 17:00:00,223.3637031619974,3,2,Average,3251.00510022825,17,0.1,0,0,0,0,223.3637031619974,1,223.3637031619974,2277,2.0
12838,John,35,1,1,3,904,2020-01-17 18:00:00,154.3779625006252,0,1,,1631.167412807982,24,0.1,0,0,1,1,154.3779625006252,1,154.3779625006252,2277,2.0
11150,Eve,40,0,2,4,261,2020-01-17 19:00:00,34.50922224207131,3,2,Average,331.1418941664315,72,0.1,0,1,1,1,34.50922224207131,1,34.50922224207131,2277,0.0
17560,Charlie,28,0,2,4,300,2020-01-17 20:00:00,248.752284569271,2,4,,1401.396477336338,25,0.1,0,0,2,1,400.1987728802466,2,200.0993864401233,2277,2.0
11931,John,38,1,4,2,553,2020-01-17 21:00:00,184.1639735550204,1,4,Good,2289.764610849542,98,0.1,0,2,0,1,184.1639735550204,1,184.1639735550204,2277,0.0
11664,Eve,22,1,1,2,561,2020-01-17 23:00:00,350.3891475025092,2,4,Average,1777.331597510967,82,0.1,1,2,2,1,350.3891475025092,1,350.3891475025092,2277,0.0
10512,Bob,58,2,2,4,305,2020-01-18 01:00:00,129.9468643244182,0,2,,849.2049450867279,97,0.1,1,2,2,1,129.9468643244182,1,129.9468643244182,2277,0.0
17805,Eve,42,0,4,1,139,2020-01-18 02:00:00,34.22924397288016,1,4,,337.7200813689615,82,0.1,0,2,2,1,34.22924397288016,1,34.22924397288016,2277,0.0
15237,Bob,58,1,0,1,372,2020-01-18 03:00:00,425.8888232769651,0,1,Average,5111.730317340953,91,0.1,0,2,0,0,425.8888232769651,1,425.8888232769651,2277,1.0
10559,John,27,2,2,4,799,2020-01-18 04:00:00,14.88027319010863,1,2,Average,201.7926049286275,14,0.1,0,0,2,1,14.88027319010863,1,14.88027319010863,2277,2.0
13672,Alice,39,0,3,4,966,2020-01-18 05:00:00,469.1851220215213,3,1,,3192.753423888748,2,0.1,1,0,2,0,469.1851220215213,1,469.1851220215213,2277,1.0
17404,Charlie,36,0,1,4,192,2020-01-18 06:00:00,317.5337382515259,1,4,Average,4341.43486475085,18,0.1,0,0,2,0,317.5337382515259,1,317.5337382515259,2277,1.0
13343,John,18,0,4,4,141,2020-01-18 07:00:00,167.7048512486469,1,3,Average,1448.544521728568,1,0.1,1,0,0,1,167.7048512486469,1,167.7048512486469,2277,2.0
14070,Eve,24,1,2,3,564,2020-01-18 08:00:00,130.7741756926007,0,1,,772.25956539515,51,0.1,0,1,2,1,130.7741756926007,1,130.7741756926007,2277,0.0
19662,Charlie,21,2,0,1,478,2020-01-18 09:00:00,14.41277548959287,0,4,,99.05354403260358,85,0.1,1,2,2,1,14.41277548959287,1,14.41277548959287,2277,0.0
10580,Alice,18,1,3,0,206,2020-01-18 10:00:00,125.3809943353298,3,5,Excellent,1135.991117011578,61,0.1,1,1,1,1,125.3809943353298,1,125.3809943353298,2276,0.0
17004,Alice,32,1,3,1,427,2020-01-18 11:00:00,77.48686774339915,0,2,Average,830.4390271740109,24,0.1,0,0,0,1,77.48686774339915,1,77.48686774339915,2276,2.0
18130,Bob,57,1,2,1,164,2020-01-18 12:00:00,309.9614481543414,1,4,,2824.087146799527,50,0.1,0,1,2,0,309.9614481543414,1,309.9614481543414,2276,1.0
14249,Bob,39,1,3,4,920,2020-01-18 14:00:00,269.0286203929435,0,1,,1483.150409636924,76,0.1,0,1,1,1,269.0286203929435,1,269.0286203929435,2276,0.0
11679,John,39,1,4,4,583,2020-01-18 15:00:00,299.1570469487907,0,1,,3831.065265735989,27,0.1,0,0,1,0,299.1570469487907,1,299.1570469487907,2276,1.0
13506,Charlie,67,1,3,4,746,2020-01-18 16:00:00,156.0404321899881,3,5,,2105.697486056409,94,0.1,0,2,1,1,156.0404321899881,1,156.0404321899881,2276,0.0
17253,John,64,1,0,2,123,2020-01-18 17:00:00,27.18182501917217,3,5,Bad,177.1182719591209,14,0.1,0,0,2,1,27.18182501917217,1,27.18182501917217,2276,2.0
12744,Bob,34,0,1,3,639,2020-01-18 18:00:00,28.25440150095609,2,2,,283.5534931369811,43,0.1,0,1,2,1,28.25440150095609,1,28.25440150095609,2276,2.0
15188,Bob,63,0,2,0,590,2020-01-18 20:00:00,372.1710868969076,3,5,,4061.666721596098,80,0.1,1,1,0,0,372.1710868969076,1,372.1710868969076,2276,1.0
12141,Charlie,31,1,0,3,372,2020-01-18 21:00:00,165.8247553590061,3,3,Bad,1240.138942131361,67,0.1,0,1,0,1,165.8247553590061,1,165.8247553590061,2276,0.0
16617,Bob,67,2,3,3,328,2020-01-18 22:00:00,400.1870911241552,1,3,,3455.455035351759,49,0.1,0,1,0,0,400.1870911241552,1,400.1870911241552,2276,1.0
12479,Alice,37,0,3,4,119,2020-01-18 23:00:00,221.5490836829961,2,5,Average,2153.570045391351,46,0.1,0,1,2,1,221.5490836829961,1,221.5490836829961,2276,2.0
16484,Bob,67,0,1,1,102,2020-01-19 00:00:00,231.9690694066823,1,2,Average,2469.514958794291,31,0.1,1,0,1,0,231.9690694066823,1,231.9690694066823,2276,2.0
19827,Alice,65,0,1,3,520,2020-01-19 01:00:00,261.3124752296911,3,1,Bad,2580.411876145614,6,0.1,0,0,0,0,261.3124752296911,1,261.3124752296911,2276,2.0
17421,Bob,50,0,4,3,829,2020-01-19 02:00:00,359.3854136238009,3,3,Good,2938.952244773892,1,0.1,1,0,0,0,736.4520473464775,2,368.2260236732387,2213,2.0
15881,Charlie,29,0,3,2,235,2020-01-19 05:00:00,282.4680942438162,0,4,Average,3305.951953824494,60,0.1,1,1,1,0,282.4680942438162,1,282.4680942438162,2276,1.0
12849,,37,0,4,1,292,2020-01-19 07:00:00,226.8207436973383,3,2,,1143.630220606464,83,0.1,1,2,2,1,226.8207436973383,1,226.8207436973383,2276,0.0
17390,Charlie,47,1,2,0,684,2020-01-19 08:00:00,327.0038870852796,1,3,Good,3723.637870321537,86,0.1,1,2,2,0,327.0038870852796,1,327.0038870852796,2276,1.0
19823,Eve,45,1,3,3,217,2020-01-19 11:00:00,276.6580010356777,1,3,,4053.852025095034,50,0.1,0,1,2,0,276.6580010356777,1,276.6580010356777,2275,1.0
19207,Alice,43,2,0,0,765,2020-01-19 12:00:00,372.5002222486886,2,2,Excellent,3350.544917050477,66,0.1,0,1,0,0,372.5002222486886,1,372.5002222486886,2275,1.0
19540,Eve,47,1,4,3,308,2020-01-19 13:00:00,355.9089426786938,1,5,,4381.299483137595,65,0.1,0,1,2,0,355.9089426786938,1,355.9089426786938,2275,1.0
14611,Alice,30,1,1,2,133,2020-01-19 14:00:00,271.7530469862234,3,2,,1647.831424330902,16,0.1,0,0,1,1,271.7530469862234,1,271.7530469862234,2275,2.0
12839,Bob,30,1,2,2,748,2020-01-19 15:00:00,342.6624802212564,1,5,Good,1736.779679609234,16,0.1,0,0,2,1,342.6624802212564,1,342.6624802212564,2275,2.0
15878,John,54,2,2,3,219,2020-01-19 17:00:00,221.8129310162026,0,2,,2619.063704312388,2,0.1,0,0,2,0,221.8129310162026,1,221.8129310162026,2275,2.0
19087,Eve,66,2,0,4,726,2020-01-19 18:00:00,212.2539056469089,0,2,Good,1235.70329072827,35,0.1,0,0,2,1,212.2539056469089,1,212.2539056469089,2275,2.0
16303,John,55,2,4,1,624,2020-01-19 19:00:00,384.4803542176663,2,1,,4888.236250152792,9,0.1,1,0,2,0,384.4803542176663,1,384.4803542176663,2275,1.0
11687,Eve,53,0,1,2,944,2020-01-19 21:00:00,44.79332230906839,1,1,,569.2170446175879,99,0.1,0,2,1,1,44.79332230906839,1,44.79332230906839,2275,0.0
12427,John,28,2,3,4,188,2020-01-19 23:00:00,25.08372009644367,3,5,Bad,180.3566149822862,65,0.1,1,1,0,1,25.08372009644367,1,25.08372009644367,2275,0.0
19760,Eve,25,0,0,2,611,2020-01-20 00:00:00,376.7142145427741,1,5,,3363.837147174367,34,0.1,0,0,2,0,376.7142145427741,1,376.7142145427741,2275,1.0
15052,Eve,57,0,0,4,871,2020-01-20 02:00:00,477.0244317881459,1,5,Bad,6802.946473930666,68,0.1,0,1,2,0,477.0244317881459,1,477.0244317881459,2275,1.0
15732,,39,0,2,0,791,2020-01-20 04:00:00,302.4598617844006,1,2,,4449.373409430542,24,0.1,0,0,2,0,701.7904860510363,2,350.89524302551814,2252,1.0
15387,Alice,37,0,1,0,621,2020-01-20 05:00:00,219.6418796072559,0,1,Good,1116.488422742775,22,0.1,0,0,1,1,695.9276252321521,2,347.96381261607604,2241,2.0
18002,Eve,25,1,0,3,383,2020-01-20 06:00:00,172.0101478811756,3,5,Good,1161.641868333015,18,0.1,0,0,2,1,172.0101478811756,1,172.0101478811756,2275,2.0
15536,Bob,46,1,2,0,476,2020-01-20 07:00:00,54.25609454654579,1,3,,404.6979471836604,96,0.1,0,2,1,1,54.25609454654579,1,54.25609454654579,2275,0.0
13913,Eve,57,0,2,3,737,2020-01-20 08:00:00,285.7005186389415,0,2,Excellent,3781.881794490005,57,0.1,0,1,2,0,285.7005186389415,1,285.7005186389415,2275,1.0
17723,Alice,47,1,3,4,766,2020-01-20 10:00:00,61.23168449400189,2,5,,887.1723938672768,82,0.1,0,2,2,1,61.23168449400189,1,61.23168449400189,2274,0.0
14107,Charlie,37,1,2,0,751,2020-01-20 12:00:00,371.5970289239398,0,1,Bad,2891.580819594268,59,0.1,1,1,2,0,371.5970289239398,1,371.5970289239398,2274,1.0
15726,Eve,69,2,0,1,417,2020-01-20 13:00:00,385.9663675162876,2,5,Good,2867.49077278635,56,0.1,0,1,2,0,385.9663675162876,1,385.9663675162876,2274,1.0
13373,John,33,2,2,4,535,2020-01-20 14:00:00,453.6328622485894,2,2,,6660.622295225052,86,0.1,0,2,2,0,453.6328622485894,1,453.6328622485894,2274,1.0
18945,Charlie,63,1,1,3,275,2020-01-20 15:00:00,210.6406635255008,3,2,Bad,1263.227319982576,59,0.1,1,1,0,1,210.6406635255008,1,210.6406635255008,2274,0.0
12082,Eve,60,0,1,1,934,2020-01-20 16:00:00,477.0056566248471,0,2,Average,3590.618659515413,42,0.1,0,1,2,0,477.0056566248471,1,477.0056566248471,2274,1.0
18967,Bob,24,1,1,1,785,2020-01-20 17:00:00,434.0604084905162,3,5,Good,5445.710360460759,3,0.1,0,0,1,0,434.0604084905162,1,434.0604084905162,2274,1.0
16748,Eve,33,2,4,4,685,2020-01-20 18:00:00,155.2857698017301,3,4,,919.1577219629165,59,0.1,0,1,1,1,155.2857698017301,1,155.2857698017301,2274,0.0
19817,Alice,62,0,2,4,450,2020-01-20 19:00:00,88.04868830123465,1,4,Average,888.6621027187886,78,0.1,1,1,1,1,88.04868830123465,1,88.04868830123465,2274,0.0
10417,Alice,64,2,4,4,242,2020-01-20 20:00:00,223.3408041027266,3,4,Good,1832.458388105816,19,0.1,0,0,2,1,223.3408041027266,1,223.3408041027266,2274,2.0
18808,John,44,2,4,1,497,2020-01-20 22:00:00,292.1024596122901,3,5,Excellent,3329.21391393502,47,0.1,0,1,1,0,292.1024596122901,1,292.1024596122901,2274,1.0
13974,Charlie,40,0,0,0,723,2020-01-20 23:00:00,295.8592538405965,3,2,Average,2253.557870936393,99,0.1,0,2,2,1,295.8592538405965,1,295.8592538405965,2274,0.0
10825,Alice,26,0,0,2,742,2020-01-21 01:00:00,259.846074620749,0,4,Excellent,2795.770996984849,25,0.1,0,0,1,0,259.846074620749,1,259.846074620749,2274,2.0
19708,Alice,37,2,4,3,721,2020-01-21 04:00:00,161.7846457607417,1,3,,1483.532111035301,49,0.1,1,1,1,1,161.7846457607417,1,161.7846457607417,2274,2.0
10412,Bob,54,0,2,2,469,2020-01-21 05:00:00,485.9357555502301,1,5,Average,3406.3564942068,7,0.1,0,0,0,0,485.9357555502301,1,485.9357555502301,2274,1.0
17543,Eve,59,0,2,3,678,2020-01-21 06:00:00,67.75145325308736,2,3,Good,761.8215207391991,54,0.1,0,1,2,1,67.75145325308736,1,67.75145325308736,2274,0.0
17587,Charlie,34,2,0,3,481,2020-01-21 07:00:00,479.5430743939266,3,5,Excellent,4273.165180172652,60,0.1,0,1,1,0,479.5430743939266,1,479.5430743939266,2274,1.0
10728,Alice,64,0,4,0,185,2020-01-21 08:00:00,54.59578537243332,2,1,Good,350.5500986663665,77,0.1,0,1,1,1,222.24693000298942,2,111.12346500149471,2273,0.0
17164,Alice,48,0,2,0,886,2020-01-21 09:00:00,123.2077075940591,1,2,Average,1820.741316359593,19,0.1,0,0,2,1,123.2077075940591,1,123.2077075940591,2274,2.0
18867,Eve,25,0,1,3,838,2020-01-21 10:00:00,32.82417162240538,1,2,Excellent,336.0311511406834,18,0.1,0,0,0,1,32.82417162240538,1,32.82417162240538,2273,2.0
12967,Alice,47,1,4,1,621,2020-01-21 13:00:00,222.6948300898304,0,1,,2278.35754337356,77,0.1,0,1,1,1,222.6948300898304,1,222.6948300898304,2273,0.0
12786,Charlie,63,0,4,4,588,2020-01-21 14:00:00,464.9758167707905,1,2,,5881.323722102059,81,0.1,0,2,0,0,464.9758167707905,1,464.9758167707905,2273,1.0
11122,,37,2,4,4,496,2020-01-21 15:00:00,299.2465451602438,2,4,Average,2392.591156314322,9,0.1,1,0,2,0,299.2465451602438,1,299.2465451602438,2273,2.0
14079,,56,1,2,1,995,2020-01-21 16:00:00,318.7034963687964,3,3,Good,3625.436070278528,31,0.1,0,0,0,0,318.7034963687964,1,318.7034963687964,2273,1.0
11571,Bob,29,1,3,3,454,2020-01-21 17:00:00,424.2554088333773,3,5,,5598.948896630971,24,0.1,0,0,2,0,424.2554088333773,1,424.2554088333773,2273,1.0
15104,Charlie,34,0,2,0,558,2020-01-21 19:00:00,183.5902034505366,1,1,,1692.900754553466,73,0.1,0,1,0,1,183.5902034505366,1,183.5902034505366,2273,0.0
12143,John,59,1,0,0,723,2020-01-21 20:00:00,453.9164404053757,0,2,Good,3061.150669509055,28,0.1,0,0,2,0,539.1102881383752,2,269.5551440691876,2247,1.0
19879,Bob,47,2,0,4,635,2020-01-21 21:00:00,451.4721130589942,0,1,,5436.003038599545,30,0.1,0,0,1,0,451.4721130589942,1,451.4721130589942,2273,1.0
16806,Bob,46,2,2,1,390,2020-01-21 22:00:00,488.4765603384267,0,5,Bad,6628.462003816474,99,0.1,0,2,0,0,488.4765603384267,1,488.4765603384267,2273,1.0
17357,John,36,0,1,3,950,2020-01-21 23:00:00,451.9007750564189,0,5,Excellent,4571.829624726683,39,0.1,0,0,0,0,451.9007750564189,1,451.9007750564189,2273,1.0
13440,Charlie,63,2,0,1,937,2020-01-22 00:00:00,72.41229765634684,3,1,Excellent,992.3979740800303,22,0.1,0,0,2,1,72.41229765634684,1,72.41229765634684,2273,2.0
13766,Eve,28,2,2,2,267,2020-01-22 01:00:00,413.6249002071238,1,4,,5372.59592493125,66,0.1,0,1,2,0,413.6249002071238,1,413.6249002071238,2273,1.0
15644,John,51,0,3,1,720,2020-01-22 02:00:00,210.8208542737011,0,4,Good,3137.757721857125,97,0.1,0,2,2,0,210.8208542737011,1,210.8208542737011,2273,0.0
14968,John,24,0,4,0,801,2020-01-22 04:00:00,241.4176725211125,3,2,,2480.795437386067,85,0.1,0,2,2,0,241.4176725211125,1,241.4176725211125,2273,0.0
15917,John,61,1,2,0,589,2020-01-22 05:00:00,281.3796804260881,3,3,Excellent,3687.955993940532,17,0.1,0,0,0,0,281.3796804260881,1,281.3796804260881,2273,2.0
18787,Alice,51,0,2,4,454,2020-01-22 06:00:00,269.5897084758313,2,3,Excellent,2151.79054887152,12,0.1,0,0,2,1,269.5897084758313,1,269.5897084758313,2273,2.0
10728,Charlie,37,1,1,1,295,2020-01-22 07:00:00,167.6511446305561,2,2,,2054.170824109121,82,0.1,0,2,2,1,222.24693000298942,2,111.12346500149471,2273,0.0
11365,Eve,67,1,0,1,644,2020-01-22 08:00:00,46.7608235575299,1,3,Average,359.7940245993741,16,0.1,0,0,1,1,46.7608235575299,1,46.7608235575299,2273,2.0
14492,Alice,55,2,0,2,816,2020-01-22 09:00:00,448.8691028969401,2,1,,5925.086655092781,19,0.1,0,0,2,0,448.8691028969401,1,448.8691028969401,2273,1.0
10698,John,41,2,0,0,923,2020-01-22 10:00:00,403.3111481378805,0,4,Good,5296.097396679053,46,0.1,0,1,2,0,610.7270418266296,2,305.3635209133148,2272,1.0
17186,John,27,2,4,2,793,2020-01-22 11:00:00,78.36812247423795,1,3,,793.0222511413829,90,0.1,1,2,0,1,417.6996053109827,2,208.84980265549135,2249,0.0
10395,John,49,0,1,0,758,2020-01-22 12:00:00,390.6164529615357,3,3,Bad,3022.199437382556,79,0.1,1,1,0,0,390.6164529615357,1,390.6164529615357,2272,1.0
17400,Charlie,69,2,1,2,879,2020-01-22 13:00:00,316.6648663647989,3,1,Good,2628.991849161657,91,0.1,1,2,2,0,436.1770803501605,2,218.08854017508025,2272,0.0
18082,Charlie,32,1,0,0,110,2020-01-22 14:00:00,210.4804560796349,0,5,Good,3149.851725665252,85,0.1,0,2,2,0,210.4804560796349,1,210.4804560796349,2272,0.0
14360,Eve,37,2,3,0,355,2020-01-22 16:00:00,431.2671039160939,1,1,,4966.347566496705,8,0.1,0,0,1,0,431.2671039160939,1,431.2671039160939,2272,1.0
12502,Alice,20,0,3,2,495,2020-01-22 17:00:00,353.092247054086,1,5,,4275.746279901269,15,0.1,0,0,1,0,353.092247054086,1,353.092247054086,2272,1.0
10717,Bob,54,0,2,1,830,2020-01-22 18:00:00,278.3925556398771,0,1,Good,3167.049160267865,2,0.1,0,0,1,0,278.3925556398771,1,278.3925556398771,2272,2.0
12782,John,57,1,2,4,908,2020-01-22 19:00:00,308.6885816102474,2,4,Average,2428.019997540518,31,0.1,1,0,1,0,308.6885816102474,1,308.6885816102474,2272,2.0
14946,John,25,0,1,2,508,2020-01-22 20:00:00,54.62242922026868,1,1,Good,548.0324805980158,97,0.1,0,2,1,1,54.62242922026868,1,54.62242922026868,2272,0.0
15486,John,57,2,1,4,461,2020-01-22 21:00:00,242.220682846484,0,1,,3250.636798310987,58,0.1,0,1,1,0,688.6473540335185,2,344.32367701675923,2272,1.0
18335,Alice,61,0,4,1,358,2020-01-22 22:00:00,104.913143464994,1,4,,1548.469643377837,62,0.1,1,1,2,1,104.913143464994,1,104.913143464994,2272,0.0
14980,Alice,40,1,4,1,102,2020-01-22 23:00:00,112.1080027143244,3,2,Average,1539.237430094055,19,0.1,0,0,1,1,112.1080027143244,1,112.1080027143244,2272,2.0
17266,John,57,2,3,0,183,2020-01-23 00:00:00,334.0389415205647,1,5,Good,4759.926984669323,30,0.1,0,0,2,0,1217.5592002585024,3,405.85306675283414,2231,1.0
14491,Alice,28,1,2,4,255,2020-01-23 01:00:00,456.5155143988011,1,3,Average,5526.176326358177,38,0.1,0,0,0,0,682.7465377707733,2,341.37326888538666,2246,1.0
17192,Charlie,63,0,3,3,762,2020-01-23 02:00:00,207.8407391343898,1,2,Good,2427.837220459874,41,0.1,0,1,1,0,207.8407391343898,1,207.8407391343898,2272,2.0
15588,Charlie,25,0,3,0,275,2020-01-23 03:00:00,111.7971437759733,2,1,Good,673.8157471925474,73,0.1,1,1,2,1,397.76420907557235,2,198.88210453778618,2250,0.0
17651,Alice,46,1,2,4,806,2020-01-23 04:00:00,327.8859992459606,2,3,Excellent,3498.633880031628,34,0.1,0,0,2,0,327.8859992459606,1,327.8859992459606,2272,1.0
13636,John,47,2,4,2,571,2020-01-23 05:00:00,436.8816527116557,0,4,,6318.96314457165,12,0.1,0,0,1,0,613.034583210369,2,306.5172916051845,2265,1.0
11167,Alice,27,0,2,2,718,2020-01-23 06:00:00,376.6762125500205,2,2,,4239.677551218754,89,0.1,0,2,1,0,376.6762125500205,1,376.6762125500205,2272,1.0
11062,Alice,56,0,0,1,523,2020-01-23 07:00:00,435.6910429629277,1,5,,3624.723728736379,22,0.1,0,0,0,0,622.4773594915039,2,311.23867974575194,2260,1.0
17860,Bob,66,0,0,2,887,2020-01-23 09:00:00,378.4193597409035,2,2,,3969.992846542809,48,0.1,0,1,1,0,378.4193597409035,1,378.4193597409035,2272,1.0
15305,Eve,30,0,4,4,479,2020-01-23 11:00:00,180.6545615279638,1,4,,1828.437886511624,49,0.1,0,1,2,1,180.6545615279638,1,180.6545615279638,2271,2.0
16541,Eve,49,0,4,2,766,2020-01-23 12:00:00,200.879090595946,1,4,Good,2761.087781480248,32,0.1,0,0,0,0,200.879090595946,1,200.879090595946,2271,2.0
14729,Bob,53,2,1,4,376,2020-01-23 13:00:00,260.534915660557,3,2,,1390.762915013049,87,0.1,0,2,0,1,260.534915660557,1,260.534915660557,2271,0.0
19348,Alice,54,1,3,4,335,2020-01-23 14:00:00,465.2474165258436,0,4,Excellent,4720.318783938503,25,0.1,1,0,2,0,465.2474165258436,1,465.2474165258436,2271,1.0
17330,Bob,43,2,0,1,851,2020-01-23 15:00:00,438.4053145088654,2,3,,3198.562689451689,47,0.1,1,1,0,0,438.4053145088654,1,438.4053145088654,2271,1.0
15334,Bob,39,0,0,3,981,2020-01-23 16:00:00,75.91749122170042,0,3,Good,848.2029132924288,87,0.1,0,2,0,1,75.91749122170042,1,75.91749122170042,2271,0.0
14330,Charlie,48,2,2,3,441,2020-01-23 18:00:00,185.2438692985666,0,4,Excellent,2034.953913840825,22,0.1,0,0,0,1,185.2438692985666,1,185.2438692985666,2271,2.0
18010,Eve,35,2,2,4,134,2020-01-23 19:00:00,152.4644942864302,2,5,Good,788.583312941576,94,0.1,0,2,2,1,152.4644942864302,1,152.4644942864302,2271,0.0
16801,Alice,55,2,4,3,658,2020-01-23 20:00:00,311.2377670465685,2,1,,3394.423707736546,38,0.1,0,0,0,0,311.2377670465685,1,311.2377670465685,2271,1.0
14846,Eve,41,1,1,4,313,2020-01-23 21:00:00,452.360263404627,0,3,Bad,5035.67607593094,27,0.1,0,0,2,0,452.360263404627,1,452.360263404627,2271,1.0
16731,Eve,40,0,4,4,511,2020-01-23 22:00:00,481.5228554195675,2,2,,2684.776027678933,46,0.1,0,1,2,0,481.5228554195675,1,481.5228554195675,2271,1.0
10953,Eve,19,0,3,1,593,2020-01-24 00:00:00,420.6980086865325,1,1,,2531.12494580498,28,0.1,1,0,0,0,420.6980086865325,1,420.6980086865325,2271,1.0
12539,Eve,48,1,4,0,757,2020-01-24 01:00:00,267.3490781130906,1,2,,3032.841277666897,69,0.1,0,1,0,0,267.3490781130906,1,267.3490781130906,2271,0.0
17056,Bob,28,1,0,2,258,2020-01-24 02:00:00,112.0802039614195,2,4,,739.5839619417504,96,0.1,0,2,2,1,112.0802039614195,1,112.0802039614195,2271,0.0
11542,Charlie,45,1,0,0,736,2020-01-24 03:00:00,267.0973219258039,1,4,Excellent,2110.961551869013,17,0.1,0,0,0,1,267.0973219258039,1,267.0973219258039,2271,2.0
15293,John,63,1,3,0,209,2020-01-24 04:00:00,281.990474704449,3,3,Excellent,2189.146287698507,79,0.1,0,1,1,1,281.990474704449,1,281.990474704449,2271,0.0
16313,Eve,22,1,0,4,888,2020-01-24 06:00:00,117.7426649566011,3,2,Good,1218.560414363435,56,0.1,0,1,1,1,117.7426649566011,1,117.7426649566011,2271,0.0
16938,Alice,55,1,0,4,625,2020-01-24 07:00:00,190.4720872224985,3,5,,2089.097229412078,26,0.1,0,0,1,1,458.5267963498453,2,229.26339817492266,2266,2.0
12681,John,27,2,1,4,446,2020-01-24 08:00:00,188.3734599151375,1,1,Good,2198.388109787781,18,0.1,1,0,0,1,655.3875920717836,2,327.6937960358918,2244,2.0
16172,Bob,41,1,4,3,735,2020-01-24 11:00:00,379.9960439760918,3,2,Average,3480.173576819529,91,0.1,0,2,2,0,379.9960439760918,1,379.9960439760918,2270,1.0
15541,Eve,52,1,2,4,378,2020-01-24 12:00:00,377.8975768734751,1,4,Excellent,2536.683489389102,42,0.1,0,1,0,0,377.8975768734751,1,377.8975768734751,2270,1.0
